host_ns=1789984507578738650 cella_engine: pre-plant ip= port=0 ethertype=0x0806 keep_open=86400
host_ns=1789984507578923318 cella_engine: pre-plant ip=9.9.9.9 port=53 ethertype=0x0800 keep_open=86400
host_ns=1789984507579037662 cella_engine: pre-plant ip=10.77.0.2 port=50000 ethertype=0x0800 keep_open=3600
host_ns=1789984507579232277 cella_engine: pre-plant ip=10.77.0.2 port=50000 ethertype=0x0800 keep_open=3600
host_ns=1789984507579403639 cella_engine: pre-plant ip=10.77.0.2 port=50001 ethertype=0x0800 keep_open=3600
host_ns=1789984507579514958 cella_engine: pre-plant ip=10.77.0.2 port=50001 ethertype=0x0800 keep_open=3600
host_ns=1789984507579645033 cella_engine: pre-plant ip=10.77.0.2 port=50002 ethertype=0x0800 keep_open=3600
host_ns=1789984507579781088 cella_engine: pre-plant ip=10.77.0.2 port=50002 ethertype=0x0800 keep_open=3600
host_ns=1789984507579872319 cella_engine: pre-plant ip=10.77.0.2 port=50003 ethertype=0x0800 keep_open=3600
host_ns=1789984507579963831 cella_engine: pre-plant ip=10.77.0.2 port=50003 ethertype=0x0800 keep_open=3600
host_ns=1789984507580728326 cella_engine: pre-plant ip=10.77.0.2 port=50004 ethertype=0x0800 keep_open=3600
host_ns=1789984507580944222 cella_engine: pre-plant ip=10.77.0.2 port=50004 ethertype=0x0800 keep_open=3600
host_ns=1789984507581116605 cella_engine: pre-plant ip=10.77.0.2 port=50005 ethertype=0x0800 keep_open=3600
host_ns=1789984507581303987 cella_engine: pre-plant ip=10.77.0.2 port=50005 ethertype=0x0800 keep_open=3600
host_ns=1789984507581475399 cella_engine: pre-plant ip=10.77.0.2 port=50006 ethertype=0x0800 keep_open=3600
host_ns=1789984507581563264 cella_engine: pre-plant ip=10.77.0.2 port=50006 ethertype=0x0800 keep_open=3600
host_ns=1789984507581733494 cella_engine: pre-plant ip=10.77.0.2 port=50007 ethertype=0x0800 keep_open=3600
host_ns=1789984507581889207 cella_engine: pre-plant ip=10.77.0.2 port=50007 ethertype=0x0800 keep_open=3600
host_ns=1789984550633425489 cella_engine: release id=0000000093577118bc91c6e765a72dcf host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984550634472495 cella_engine: release id=000000009358762085569e04b4747de3 host='openrouter.ai' ip=104.18.3.115 port=443 direction=1
host_ns=1789984550655254257 cella_engine: release id=00000000936c79308bbd19ac29fad2b2 host='openrouter.ai' ip=104.18.3.115 port=443 direction=1
host_ns=1789984550655968117 cella_engine: release id=00000000936d781290fb9357cdcda896 host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984550657249603 cella_engine: release id=00000000936e7da79ceef06b20c778e6 host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984550658048052 cella_engine: release id=00000000936f7b5a8c68e1810a8460eb host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984550659483016 cella_engine: release id=0000000093717b05bb3c0ceaef414e55 host='openrouter.ai' ip=104.18.3.115 port=443 direction=1
host_ns=1789984550659609264 cella_engine: release id=00000000937172199fbef7bd39d6c360 host='' ip=10.77.0.2 port=50000 direction=1
host_ns=1789984550660527398 cella_engine: release id=0000000093727084aaf9a543b1aad150 host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984550661651338 cella_engine: release id=000000009373726ea9fb62cb068b520b host='openrouter.ai' ip=104.18.3.115 port=443 direction=1
host_ns=1789984551539447552 cella_engine: release id=0000000096e074228f3480b8761bbee3 host='openrouter.ai' ip=104.18.3.115 port=443 direction=1
host_ns=1789984551540336972 cella_engine: release id=0000000096e27107bbd2a8c51bfacf99 host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984551541226693 cella_engine: release id=0000000096e3729bae2b288f7c4ae82e host='' ip=10.77.0.2 port=50000 direction=0
host_ns=1789984551547058593 cella_engine: release id=0000000096e8704bb74063e14351cc9e host='' ip=10.77.0.2 port=50000 direction=1
host_ns=1789984552935012739 cella_engine: release id=000000009c547787b8a5d2faee7ed707 host='openrouter.ai' ip=104.18.3.115 port=443 direction=1
host_ns=1789984552936377422 cella_engine: release id=000000009c5671b8926cf50e29469997 host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984552936722300 cella_engine: release id=000000009c5671709ed4027550711b16 host='' ip=10.77.0.2 port=50000 direction=0
host_ns=1789984552942732164 cella_engine: release id=000000009c5c767ca960121531e0a328 host='' ip=10.77.0.2 port=50000 direction=1
host_ns=1789984552944801430 cella_engine: release id=000000009c5e75318a68dd715bf98169 host='' ip=10.77.0.2 port=50000 direction=1
host_ns=1789984552945515781 cella_engine: release id=000000009c5f7cd39f7306aacfe4b4fc host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984552945782361 cella_engine: release id=000000009c5f725ba2035b44bf8f31a5 host='' ip=10.77.0.2 port=50000 direction=0
host_ns=1789984552951129161 cella_engine: release id=000000009c6474c7a879ded5f204bac3 host='' ip=10.77.0.2 port=50000 direction=1
host_ns=1789984553648919570 cella_engine: release id=000000009f1e7649838cb15a5bdc1c22 host='' ip=10.77.0.2 port=50001 direction=1
host_ns=1789984553650178413 cella_engine: release id=000000009f1f72a388192e0746a88575 host='' ip=10.77.0.2 port=50001 direction=0
host_ns=1789984553654950023 cella_engine: release id=000000009f247801bd66630ad94d3242 host='' ip=10.77.0.2 port=50002 direction=1
host_ns=1789984553655616224 cella_engine: release id=000000009f2576f4b790396da289ad19 host='' ip=10.77.0.2 port=50002 direction=0
host_ns=1789984553661142381 cella_engine: release id=000000009f2a78b6998b72af9d5d9193 host='' ip=10.77.0.2 port=50002 direction=1
host_ns=1789984553686251016 cella_engine: release id=000000009f437b2cb3edb2817a4d5109 host='' ip=10.77.0.2 port=50002 direction=1
host_ns=1789984553687116552 cella_engine: release id=000000009f4478cfb7e41c8e8204d2c3 host='' ip=10.77.0.2 port=50002 direction=0
host_ns=1789984553692343516 cella_engine: release id=000000009f4a7c9db0fa848b0ad77e9c host='' ip=10.77.0.2 port=50002 direction=1
host_ns=1789984553694422209 cella_engine: release id=000000009f4c754987121cce08fc4a1b host='' ip=10.77.0.2 port=50002 direction=1
host_ns=1789984553695092608 cella_engine: release id=000000009f4c789b9b573b918a58447a host='' ip=10.77.0.2 port=50002 direction=0
host_ns=1789984553695471940 cella_engine: release id=000000009f4d792cb50394d086120408 host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984553700782482 cella_engine: release id=000000009f527d1dbcd8c83ba0298402 host='' ip=10.77.0.2 port=50002 direction=1
host_ns=1789984553717517706 cella_engine: release id=000000009f63722893283995481c0ee8 host='openrouter.ai' ip=104.18.3.115 port=443 direction=1
host_ns=1789984553718429307 cella_engine: release id=000000009f637d5fa7594739049ff7cc host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984553719452398 cella_engine: release id=000000009f6570fa81b2540f2f89ecb2 host='openrouter.ai' ip=104.18.3.115 port=443 direction=1
host_ns=1789984553741972735 cella_engine: release id=000000009f7b7406b30f694b0e0a719b host='' ip=10.77.0.2 port=50002 direction=0
host_ns=1789984553742391311 cella_engine: release id=000000009f7b720db91ae8b6b85070f8 host='openrouter.ai' ip=104.18.3.115 port=443 direction=1
host_ns=1789984553742553054 cella_engine: release id=000000009f7b795ca447e6c3edbfe970 host='' ip=10.77.0.2 port=50002 direction=1
host_ns=1789984553743737549 cella_engine: release id=000000009f7d7c6d8c9d104eefce8843 host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984553744925149 cella_engine: release id=000000009f7e7f33b22583f603f1bf06 host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984553745604114 cella_engine: release id=000000009f7f7bdc8637dca583a2b11f host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984553746474718 cella_engine: release id=000000009f80759aa18456811460c7de host='openrouter.ai' ip=104.18.3.115 port=443 direction=1
host_ns=1789984553747176787 cella_engine: release id=000000009f8075698ffdba187cf0aa8c host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984553748096303 cella_engine: release id=000000009f81736aa88fcbc89c071979 host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984553748974302 cella_engine: release id=000000009f82705ca0342d881c86064d host='openrouter.ai' ip=104.18.3.115 port=443 direction=1
host_ns=1789984554391889591 cella_engine: release id=00000000a205791092890553f1661875 host='openrouter.ai' ip=104.18.3.115 port=443 direction=1
host_ns=1789984554393030253 cella_engine: release id=00000000a206749cb84e451745d1b241 host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984554393505095 cella_engine: release id=00000000a207777ea6e3564a01ef27a8 host='' ip=10.77.0.2 port=50002 direction=0
host_ns=1789984554399681512 cella_engine: release id=00000000a20d7f2db9b60f62714457f3 host='' ip=10.77.0.2 port=50002 direction=1
host_ns=1789984556033596387 cella_engine: release id=00000000a86e7831852d34e55d9b501a host='openrouter.ai' ip=104.18.3.115 port=443 direction=1
host_ns=1789984556034644635 cella_engine: release id=00000000a8707b87938dde7dd4fe3211 host='' ip=10.77.0.2 port=50002 direction=0
host_ns=1789984556041511279 cella_engine: release id=00000000a8777317a0fdf40bd22630d6 host='' ip=10.77.0.2 port=50002 direction=1
host_ns=1789984556043614728 cella_engine: release id=00000000a8797bc791d3c3cd5e4a3432 host='' ip=10.77.0.2 port=50002 direction=1
host_ns=1789984556044791258 cella_engine: release id=00000000a87a7180858eb8a120f8b1f1 host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984556044985142 cella_engine: release id=00000000a87a7f619c03a51a2c62f028 host='' ip=10.77.0.2 port=50002 direction=0
host_ns=1789984556050007092 cella_engine: release id=00000000a87f7a8c9b3a086cb4fb4d35 host='' ip=10.77.0.2 port=50002 direction=1
host_ns=1789984556340603423 cella_engine: release id=00000000a9a2738f997eb8f42272b1f3 host='' ip=10.77.0.2 port=50004 direction=1
host_ns=1789984556342009533 cella_engine: release id=00000000a9a37818b1f0956033654c90 host='' ip=10.77.0.2 port=50004 direction=0
host_ns=1789984556348536258 cella_engine: release id=00000000a9aa7ff5986b554177f21a74 host='' ip=10.77.0.2 port=50000 direction=1
host_ns=1789984556349354434 cella_engine: release id=00000000a9ab717d962422dcf94fa832 host='' ip=10.77.0.2 port=50000 direction=0
host_ns=1789984556354885791 cella_engine: release id=00000000a9b07eb4adce4fbd7aac0e39 host='' ip=10.77.0.2 port=50000 direction=1
host_ns=1789984556377895786 cella_engine: release id=00000000a9c77873bf32e0d21d0eca41 host='' ip=10.77.0.2 port=50000 direction=1
host_ns=1789984556378826695 cella_engine: release id=00000000a9c879449c38cf73c81f6f4a host='' ip=10.77.0.2 port=50000 direction=0
host_ns=1789984556383960054 cella_engine: release id=00000000a9cd7c879fbb9d30f49d3ae8 host='' ip=10.77.0.2 port=50000 direction=1
host_ns=1789984556386048455 cella_engine: release id=00000000a9cf7624993c1e9b8e4ec082 host='' ip=10.77.0.2 port=50000 direction=1
host_ns=1789984556386834271 cella_engine: release id=00000000a9d074c5abbc6ef35a676409 host='' ip=10.77.0.2 port=50000 direction=0
host_ns=1789984556387237398 cella_engine: release id=00000000a9d0774b9d3659aac7ec1d18 host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984556392402777 cella_engine: release id=00000000a9d674569ccc05dee70434b2 host='' ip=10.77.0.2 port=50000 direction=1
host_ns=1789984556407039029 cella_engine: release id=00000000a9e4717da571fd7dab966302 host='openrouter.ai' ip=104.18.3.115 port=443 direction=1
host_ns=1789984556407921065 cella_engine: release id=00000000a9e57a9fb1c405115daa4c65 host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984556409048593 cella_engine: release id=00000000a9e67acd9638edfcdf055ff4 host='openrouter.ai' ip=104.18.3.115 port=443 direction=1
host_ns=1789984556409169870 cella_engine: release id=00000000a9e67ba8ab52a3c7c7dddd63 host='' ip=10.77.0.2 port=50000 direction=1
host_ns=1789984556409996883 cella_engine: release id=00000000a9e776b888e8037251a3e157 host='' ip=10.77.0.2 port=50000 direction=0
host_ns=1789984556431957818 cella_engine: release id=00000000a9fd7294902ab4c22fa2c00d host='openrouter.ai' ip=104.18.3.115 port=443 direction=1
host_ns=1789984556432905218 cella_engine: release id=00000000a9fe7b699ef7558e9287fc53 host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984556434170273 cella_engine: release id=00000000a9ff7b289ab2a8e95493445b host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984556435110479 cella_engine: release id=00000000aa007bbcaffe5e8f620606fb host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984556436074558 cella_engine: release id=00000000aa01729cb6a64eb4e367ecc9 host='openrouter.ai' ip=104.18.3.115 port=443 direction=1
host_ns=1789984556436961194 cella_engine: release id=00000000aa0274bda00c84512da081e3 host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984556437813734 cella_engine: release id=00000000aa037125996ce80a0837b72e host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984556438331006 cella_engine: release id=00000000aa037820b19b1836092be37c host='openrouter.ai' ip=104.18.3.115 port=443 direction=1
host_ns=1789984556439206910 cella_engine: release id=00000000aa047f0b8b2028f99db56c7d host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984556440169538 cella_engine: release id=00000000aa057337b07b9148067a2550 host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984556440567425 cella_engine: release id=00000000aa0671b68036b8ab5367573c host='openrouter.ai' ip=104.18.3.115 port=443 direction=1
host_ns=1789984556441331169 cella_engine: release id=00000000aa07732fadd3e4c2c7ef321d host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984556442792123 cella_engine: release id=00000000aa087d388c62a0b413cbdae5 host='openrouter.ai' ip=104.18.3.115 port=443 direction=1
host_ns=1789984557182146666 cella_engine: release id=00000000aceb7beb87b5a0d3398d3241 host='openrouter.ai' ip=104.18.3.115 port=443 direction=1
host_ns=1789984557183476031 cella_engine: release id=00000000aced7c3cadbb6a7475d28130 host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984557184292374 cella_engine: release id=00000000acee79759a3b7ad25c754558 host='' ip=10.77.0.2 port=50000 direction=0
host_ns=1789984557231376855 cella_engine: release id=00000000ad1c7101afd13f3557c56954 host='' ip=10.77.0.2 port=50000 direction=1
host_ns=1789984559943965361 cella_engine: release id=00000000b7b47f79b5ed37e146781f24 host='openrouter.ai' ip=104.18.3.115 port=443 direction=1
host_ns=1789984559945312961 cella_engine: release id=00000000b7b67196a7b9b6fd812ae3ef host='' ip=10.77.0.2 port=50000 direction=0
host_ns=1789984559954057530 cella_engine: release id=00000000b7bf7c879bd1299de7a07a93 host='' ip=10.77.0.2 port=50000 direction=1
host_ns=1789984559986053971 cella_engine: release id=00000000b7df7a34aa3d8c51aa6d9334 host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984561036568327 cella_engine: release id=00000000bbf974bbbf1a180eca95df4c host='openrouter.ai' ip=104.18.3.115 port=443 direction=1
host_ns=1789984561037552715 cella_engine: release id=00000000bbfb73c9a5114739b20d4f03 host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984561038443658 cella_engine: release id=00000000bbfc75888506a775b382f188 host='' ip=10.77.0.2 port=50000 direction=0
host_ns=1789984561044362712 cella_engine: release id=00000000bc027bba9bca251dc6e6eb04 host='' ip=10.77.0.2 port=50000 direction=1
host_ns=1789984561046478686 cella_engine: release id=00000000bc04773dabc11baa3efd8e7a host='' ip=10.77.0.2 port=50000 direction=1
host_ns=1789984561047427918 cella_engine: release id=00000000bc057795913033f2a135c723 host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984561047527645 cella_engine: release id=00000000bc057f35bd1d07a2331ab1a3 host='' ip=10.77.0.2 port=50000 direction=0
host_ns=1789984561052707752 cella_engine: release id=00000000bc0a712c98924ce589b5e5f9 host='' ip=10.77.0.2 port=50000 direction=1
host_ns=1789984561077751717 cella_engine: release id=00000000bc237b6ab185c29a0125b677 host='' ip=10.77.0.2 port=50002 direction=1
host_ns=1789984561079059663 cella_engine: release id=00000000bc2472acb6649fc16c7b753f host='' ip=10.77.0.2 port=50002 direction=0
host_ns=1789984561083873462 cella_engine: release id=00000000bc29769b8781198f1579d1e1 host='' ip=10.77.0.2 port=50002 direction=1
host_ns=1789984561084618841 cella_engine: release id=00000000bc2a7ed8b66693a5b9e6d152 host='' ip=10.77.0.2 port=50002 direction=0
host_ns=1789984561090130410 cella_engine: release id=00000000bc2f7702bf8cac22e1b414dd host='' ip=10.77.0.2 port=50002 direction=1
host_ns=1789984561113013067 cella_engine: release id=00000000bc4671e79b8726dfa013bdac host='' ip=10.77.0.2 port=50002 direction=1
host_ns=1789984561113782823 cella_engine: release id=00000000bc477ed7963865afb0196808 host='' ip=10.77.0.2 port=50002 direction=0
host_ns=1789984561119202779 cella_engine: release id=00000000bc4c770080fb9fdc09683832 host='' ip=10.77.0.2 port=50002 direction=1
host_ns=1789984561121357896 cella_engine: release id=00000000bc4e758e9f683209283c1feb host='' ip=10.77.0.2 port=50002 direction=1
host_ns=1789984561122138742 cella_engine: release id=00000000bc4f7651a5eca44b499c9f9a host='' ip=10.77.0.2 port=50002 direction=0
host_ns=1789984561122474392 cella_engine: release id=00000000bc50715b9e52bb7f2fb27e54 host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984561123428103 cella_engine: release id=00000000bc51750c88fa801797bdb853 host='' ip=10.77.0.2 port=50002 direction=1
host_ns=1789984561127640583 cella_engine: release id=00000000bc5579e58eb2ca8ac995adb3 host='' ip=10.77.0.2 port=50002 direction=1
host_ns=1789984561144486304 cella_engine: release id=00000000bc65760d92bfe30f2c480f46 host='openrouter.ai' ip=104.18.3.115 port=443 direction=1
host_ns=1789984561144652456 cella_engine: release id=00000000bc657a3aa7f4ddac9d091c38 host='' ip=10.77.0.2 port=50002 direction=1
host_ns=1789984561146197577 cella_engine: release id=00000000bc6774e788ef620ee8b262e0 host='openrouter.ai' ip=104.18.3.115 port=443 direction=0
host_ns=1789984561148493188 cella_engine: release id=00000000bc6a797298ecbb7a012ce661 host='openrouter.ai' ip=104.18.3.115 port=443 direction=1
