host_ns=1789985922745758345 cella_engine: pre-plant ip= port=0 ethertype=0x0806 keep_open=86400
host_ns=1789985922745892727 cella_engine: pre-plant ip=10.77.0.1 port=443 ethertype=0x0800 keep_open=86400
host_ns=1789985922745984529 cella_engine: pre-plant ip=10.77.0.1 port=80 ethertype=0x0800 keep_open=86400
host_ns=1789985922746064459 cella_engine: pre-plant ip=10.77.0.1 port=53 ethertype=0x0800 keep_open=86400
host_ns=1789985926344911576 cella_engine: release id=000000000e217c4f9996233c22ab483c host='example.com' ip=10.77.0.1 port=443 direction=1
host_ns=1789985926345635215 cella_engine: release id=000000000e2371e0a7ec4ca43b7760b0 host='example.com' ip=10.77.0.1 port=443 direction=0
host_ns=1789985926351160139 cella_engine: release id=000000000e297499be4fccd0251dd39c host='example.com' ip=10.77.0.1 port=443 direction=0
host_ns=1789985926375279538 cella_engine: release id=000000000e417ccca6c400d66474f3d1 host='example.com' ip=10.77.0.1 port=443 direction=1
host_ns=1789985926417120052 cella_engine: release id=000000000e6a7ef58d75ab3767395569 host='example.com' ip=10.77.0.1 port=443 direction=0
host_ns=1789985926669289069 cella_engine: release id=000000000f677d04bce3d28ccf3d4532 host='example.com' ip=10.77.0.1 port=443 direction=1
host_ns=1789985926670226320 cella_engine: release id=000000000f687d4d98f872f462c7ac79 host='example.com' ip=10.77.0.1 port=443 direction=0
host_ns=1789985926671386879 cella_engine: release id=000000000f69742f85cb2d72f3a68411 host='example.com' ip=10.77.0.1 port=443 direction=0
host_ns=1789985926696008149 cella_engine: release id=000000000f81725d957bf44843a29dbf host='example.com' ip=10.77.0.1 port=53 direction=0
host_ns=1789985926715161103 cella_engine: release id=000000000f94707eb0aef14f6f526057 host='example.com' ip=10.77.0.1 port=53 direction=1
host_ns=1789985926716276748 cella_engine: release id=000000000f957687a6a5614c48dab77e host='example.org' ip=10.77.0.1 port=53 direction=0
host_ns=1789985926735941162 cella_engine: release id=000000000fa97787a3af9f9a3b2359d8 host='example.org' ip=10.77.0.1 port=53 direction=1
host_ns=1789985926737038031 cella_engine: release id=000000000faa7403af775afe3ef4aac4 host='example.org' ip=10.77.0.1 port=443 direction=0
host_ns=1789985926754468260 cella_engine: release id=000000000fbc72e99b564ea7190ed428 host='example.org' ip=10.77.0.1 port=443 direction=1
host_ns=1789985926755468158 cella_engine: release id=000000000fbd765bbf440d688ff0d154 host='example.org' ip=10.77.0.1 port=443 direction=0
host_ns=1789985926756569005 cella_engine: release id=000000000fbe7dae8cf73106cd408b7a host='example.org' ip=10.77.0.1 port=443 direction=0
host_ns=1789985926775246274 cella_engine: release id=000000000fd0726ea5d451453d651e41 host='example.org' ip=10.77.0.1 port=443 direction=1
host_ns=1789985926776013616 cella_engine: release id=000000000fd176ba8818782ba663350b host='example.org' ip=10.77.0.1 port=443 direction=0
host_ns=1789985926777449041 cella_engine: release id=000000000fd37a60970c943789a7ee1e host='example.org' ip=10.77.0.1 port=443 direction=0
host_ns=1789985926796051411 cella_engine: release id=000000000fe57eb5bd365e8cfb57c3ba host='example.org' ip=10.77.0.1 port=443 direction=1
host_ns=1789985926838170779 cella_engine: release id=00000000100f7df3b54979648336006a host='example.org' ip=10.77.0.1 port=443 direction=0
host_ns=1789985932393947678 cella_engine: release id=0000000025c377dea9ad1b6fc76665ca host='example.org' ip=10.77.0.1 port=443 direction=1
host_ns=1789985932394653213 cella_engine: release id=0000000025c4761a8452a785e214716b host='example.org' ip=10.77.0.1 port=443 direction=0
host_ns=1789985939658181683 cella_engine: release id=0000000042237c9985394abf56ff0af6 host='example.org' ip=10.77.0.1 port=443 direction=1
host_ns=1789985939658985342 cella_engine: release id=0000000042247147b00ef974ed2e45d0 host='example.org' ip=10.77.0.1 port=443 direction=0
host_ns=1789985939660030715 cella_engine: release id=00000000422574c785e1970b6b6351e8 host='example.org' ip=10.77.0.1 port=443 direction=0
host_ns=1789985939750284244 cella_engine: bridge closed (CancelledError) -- cycle ended, awaiting reconnect
host_ns=1789985939750297599 cella_engine: 39 verdicts, avg 16805 ns, max 82395 ns
