host_ns=1789985339977600927 cella_engine: pre-plant ip= port=0 ethertype=0x0806 keep_open=86400
host_ns=1789985339977757410 cella_engine: pre-plant ip=10.77.0.1 port=443 ethertype=0x0800 keep_open=86400
host_ns=1789985339977860063 cella_engine: pre-plant ip=10.77.0.1 port=80 ethertype=0x0800 keep_open=86400
host_ns=1789985339977951996 cella_engine: pre-plant ip=10.77.0.1 port=53 ethertype=0x0800 keep_open=86400
host_ns=1789985355621774317 cella_engine: release id=000000003d2c75fab7ead234a4cd3e38 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985355627896462 cella_engine: release id=000000003d327a7bbd74f11c251cdf35 host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985355629057612 cella_engine: release id=000000003d33726694cee41cccdb5963 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985355696066134 cella_engine: release id=000000003d767f768f9e2828ceac8a10 host='openrouter.ai' ip=10.77.0.1 port=53 direction=0
host_ns=1789985355702562382 cella_engine: release id=000000003d7c7cc399963484ebdf0e71 host='openrouter.ai' ip=10.77.0.1 port=53 direction=1
host_ns=1789985355703406417 cella_engine: release id=000000003d7d77a6821b7df5e0c0c9a9 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985355708768385 cella_engine: release id=000000003d8374489b27ca1c8863cf9d host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985355709570802 cella_engine: release id=000000003d837643bc1af4559a80ff80 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985355731722606 cella_engine: release id=000000003d99701cb8cf3c626963a46b host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985355737807331 cella_engine: release id=000000003da07b9e95155f75b939a52e host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985355738731066 cella_engine: release id=000000003da17680828651c1cf9d2bbd host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985355740006921 cella_engine: release id=000000003da276ab8a1166c51c6f83be host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985355740726402 cella_engine: release id=000000003da3776f8ee4ac2d6617d938 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985355741452355 cella_engine: release id=000000003da3797da4993ca5d0d4374f host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985355748181571 cella_engine: release id=000000003daa7cf09977b4268bf9762e host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985355749110165 cella_engine: release id=000000003dab7b57a5c5b433182d872f host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985355789658091 cella_engine: release id=000000003dd37a95a9a37a8e8a1d10ef host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985355795695538 cella_engine: release id=000000003dda75a5bc89895f370bd2ec host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985356549344371 cella_engine: release id=0000000040cb7dfd8cb3e4628477ec2b host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985356550726056 cella_engine: release id=0000000040cc7eb8b4f55a749abbf743 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985359384210948 cella_engine: release id=000000004bde758282d9ad00d3b9eefa host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985359385276249 cella_engine: release id=000000004bdf7140b7f8ddfda69387c0 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985359862012454 cella_engine: release id=000000004dbc79869245c62d83102146 host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985359863077584 cella_engine: release id=000000004dbd77c8927a2e005c39fb66 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985359864139678 cella_engine: release id=000000004dbe792888faad191098a120 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985359874315446 cella_engine: release id=000000004dc879d9a977dd690e9f15a9 host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985359875151075 cella_engine: release id=000000004dc976b1a97392b72cf93f89 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985359900139365 cella_engine: release id=000000004de273df9955adad2fd4623b host='openrouter.ai' ip=10.77.0.1 port=53 direction=0
host_ns=1789985359907355104 cella_engine: release id=000000004de97781b41395d3d7140ed0 host='openrouter.ai' ip=10.77.0.1 port=53 direction=1
host_ns=1789985359908480788 cella_engine: release id=000000004dea724a862dfdab65fe302c host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985359913570345 cella_engine: release id=000000004def7f53be4ca8c8ec6078a4 host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985359914213952 cella_engine: release id=000000004df074968f4de82d19ebea46 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985359937426579 cella_engine: release id=000000004e077a358406aaaa74e83e7b host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985359942678320 cella_engine: release id=000000004e0c74cd930677be99baf978 host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985359948843757 cella_engine: release id=000000004e137c8e8893423c5fb2b1df host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985359949472107 cella_engine: release id=000000004e13701c89c54a510ddb8579 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985359950673332 cella_engine: release id=000000004e1574c09d155bb23e59e6d4 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985359951546562 cella_engine: release id=000000004e1570b9a6a4055ffeb93719 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985359952319834 cella_engine: release id=000000004e1673bdaae668082105a1b4 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985359957272314 cella_engine: release id=000000004e1b75a98cf38fcd86f548c4 host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985359958147867 cella_engine: release id=000000004e1c7bb799eff5de977f2a08 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985359959236902 cella_engine: release id=000000004e1d7c67862cc27dd7942160 host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985359973567491 cella_engine: release id=000000004e2b7094865b6672bb4cc4f6 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985359982050209 cella_engine: release id=000000004e347c64a1d206fe00f63cfb host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985360647272483 cella_engine: release id=0000000050cd727a928cd03e9f775c50 host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985360689260665 cella_engine: release id=0000000050f67b25a82fdbb27cf14e21 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985363485850400 cella_engine: release id=000000005be37fab9c943e35195ee58d host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985363486900922 cella_engine: release id=000000005be572bdbcb7db317c09745a host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985363488197287 cella_engine: release id=000000005be670e88d12e0f093f98a0c host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985363495735190 cella_engine: release id=000000005bed7277880b0594c7bcf35f host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985363496554889 cella_engine: release id=000000005bee7c1db6d1372920b927b1 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985363554471259 cella_engine: release id=000000005c287b6ab7ddab980ce2cae6 host='openrouter.ai' ip=10.77.0.1 port=53 direction=0
host_ns=1789985363562586116 cella_engine: release id=000000005c3076cb9cb00960028e1fc5 host='openrouter.ai' ip=10.77.0.1 port=53 direction=1
host_ns=1789985363563616370 cella_engine: release id=000000005c3172589a77e66dfc3bd3cd host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985363568655182 cella_engine: release id=000000005c36782082fc0915adc16371 host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985363569398267 cella_engine: release id=000000005c377f65aba2cb89e0db096a host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985363593617964 cella_engine: release id=000000005c4f7539b2000fb59bf3d12b host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985363599879752 cella_engine: release id=000000005c567357b5573826722c1208 host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985363601917188 cella_engine: release id=000000005c587875821ec1516be410bb host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985363602658350 cella_engine: release id=000000005c58736f89ecfef71244996a host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985363603960895 cella_engine: release id=000000005c5a76178ea27b2b1334d983 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985363604945304 cella_engine: release id=000000005c5b77c983bf37c21f1e8971 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985363605903332 cella_engine: release id=000000005c5c7a68837fb3b546c1b448 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985363610331036 cella_engine: release id=000000005c607073bb7f2641b6a279c9 host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985363611194799 cella_engine: release id=000000005c617355bc7a9180dfe69d5d host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985363627649635 cella_engine: release id=000000005c707bc28bea46fb5032ab05 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985363633098597 cella_engine: release id=000000005c7776c89e7a81f02d78ca2c host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985364381986772 cella_engine: release id=000000005f647fe390bb669b54c200a8 host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985364424153959 cella_engine: release id=000000005f8d75cd82180b840f06be36 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985365887215172 cella_engine: release id=000000006545782fb11cf89988f0c721 host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985365888084375 cella_engine: release id=0000000065467f34b3612c9b0fa3d4d2 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985365889261946 cella_engine: release id=0000000065477b66891bfee55eb076bb host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985365897496478 cella_engine: release id=00000000654f7073962ba1b838cf1b7e host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985365898209837 cella_engine: release id=0000000065507cff92cb95236c7adbd2 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985365925241845 cella_engine: release id=00000000656a7d29bb9d602c61d532db host='openrouter.ai' ip=10.77.0.1 port=53 direction=0
host_ns=1789985365933031702 cella_engine: release id=0000000065737a49a5e5f1321fa29db8 host='openrouter.ai' ip=10.77.0.1 port=53 direction=1
host_ns=1789985365933963110 cella_engine: release id=000000006574720a85a5e4cd292bcd91 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985365939072535 cella_engine: release id=00000000657973769044babf1ed54fad host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985365939775945 cella_engine: release id=00000000657a70febdff2e8626b683e5 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985365962897070 cella_engine: release id=0000000065907871a422cad8c9e3bf15 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985365970444562 cella_engine: release id=00000000659872f7ba7f9f8c53c051f5 host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985365971652881 cella_engine: release id=000000006599783da726437a9fa31711 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985365973227578 cella_engine: release id=00000000659b793480ba2cf15cfd26d2 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985365973971545 cella_engine: release id=00000000659c78eb86e4b5c729486250 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985365974716624 cella_engine: release id=00000000659c7758835d70719c7260ee host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985365978505578 cella_engine: release id=0000000065a073b685fd815ef2a231c0 host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985365979361405 cella_engine: release id=0000000065a17f1196e18e82fa5fdd20 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985365980555497 cella_engine: release id=0000000065a27f2b95191ea453983faa host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985365981360859 cella_engine: release id=0000000065a37ba9829e6df23e849d3d host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985365982416431 cella_engine: release id=0000000065a473c0a4079d3708817d6c host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985365998738900 cella_engine: release id=0000000065b47d71b8eddd0012cb3194 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985366009716503 cella_engine: release id=0000000065bf7c66a2dc526897bdac76 host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985366710678476 cella_engine: release id=00000000687c7458a4203570fac733d2 host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985366753694868 cella_engine: release id=0000000068a77ef380751502e16a0fbb host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985369564530061 cella_engine: release id=0000000073a27d4baf580dffcc7ed900 host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985369565478122 cella_engine: release id=0000000073a376a098bc720af6dabaca host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985370107571338 cella_engine: release id=0000000075c17a11b4db6741fa2f4dce host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985370108920461 cella_engine: release id=0000000075c37703b92aec8447eae824 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985370110231342 cella_engine: release id=0000000075c47091a9825ed2949ed6d2 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985370117867451 cella_engine: release id=0000000075cc7d62aeadb0be65574d9f host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985370118860566 cella_engine: release id=0000000075cd7190af762ebed4aad5b8 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985370190409453 cella_engine: release id=0000000076147862ac5df6dd9caab85a host='openrouter.ai' ip=10.77.0.1 port=53 direction=0
host_ns=1789985370198593760 cella_engine: release id=00000000761c787f8491b839879edb41 host='openrouter.ai' ip=10.77.0.1 port=53 direction=1
host_ns=1789985370199931713 cella_engine: release id=00000000761e7057abd6213d77f1c24d host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985370204811285 cella_engine: release id=0000000076237f0493bc8d0f485eece1 host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985370205548189 cella_engine: release id=0000000076237a47b89388df9dbacc8d host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985370229059075 cella_engine: release id=00000000763b74fa8370eb2565f077ae host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985370236105926 cella_engine: release id=000000007642761ba9d42bffc81aaaf9 host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985370237006698 cella_engine: release id=00000000764372db9bc598e27dd74fa2 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985370238875277 cella_engine: release id=00000000764570cfb5cba59b1971b2e9 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985370239874003 cella_engine: release id=0000000076467c80a6ffd1f19f081af4 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985370240780935 cella_engine: release id=00000000764772fd901fb244c90fd259 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985370246586867 cella_engine: release id=00000000764c78e4b26b9bfe9c38e3f2 host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985370247574661 cella_engine: release id=00000000764d7ebc99d98ee866623488 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985370248499619 cella_engine: release id=00000000764e7dad8b7af1e08e90335c host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985370249467175 cella_engine: release id=00000000764f76bc8adf5103d7ec53a8 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985370250327621 cella_engine: release id=000000007650718fa2decf5f88581b90 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985370251126220 cella_engine: release id=0000000076517b249499b26334d6c696 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985370268683066 cella_engine: release id=0000000076627c7d851103120ad2f431 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985370275437099 cella_engine: release id=0000000076697e0a8a4c1db3c7259f68 host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985371155742865 cella_engine: release id=0000000079d97e5987dd00c4b2560e91 host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985371198186532 cella_engine: release id=000000007a037c809b0b13fb3bb9439e host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985373270087992 cella_engine: release id=00000000821b7c3dbfdf27e50a1dbd44 host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985373298930911 cella_engine: release id=0000000082387a468512a963ec6825ff host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985373299244159 cella_engine: release id=00000000823974d68e2dab9ecbc4dde5 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985373300782568 cella_engine: release id=00000000823a7774866af18cfd89d37c host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985373617895869 cella_engine: release id=0000000083767cddafa909637732d843 host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985373626282427 cella_engine: release id=0000000083807b788c31a1003dadbb77 host='openrouter.ai' ip=10.77.0.1 port=443 direction=1
host_ns=1789985373629188374 cella_engine: release id=00000000838373b38b0287ec33c2b19a host='openrouter.ai' ip=10.77.0.1 port=443 direction=0
host_ns=1789985374989321090 cella_engine: bridge closed (CancelledError) -- cycle ended, awaiting reconnect
host_ns=1789985374989348451 cella_engine: 170 verdicts, avg 13793 ns, max 61475 ns
