host_ns=1789998470433341130 cella_engine: pre-plant ip= port=0 ethertype=0x0806 keep_open=86400
host_ns=1789998470433477587 cella_engine: pre-plant ip=10.77.0.1 port=443 ethertype=0x0800 keep_open=86400
host_ns=1789998470433571152 cella_engine: pre-plant ip=10.77.0.1 port=80 ethertype=0x0800 keep_open=86400
host_ns=1789998470433648938 cella_engine: pre-plant ip=10.77.0.1 port=53 ethertype=0x0800 keep_open=86400
host_ns=1789998474114094090 cella_engine: release id=000000000e6f736297167492e092e155 host='example.com' ip=10.77.0.1 port=53 direction=1
host_ns=1789998474114882360 cella_engine: release id=000000000e707feda844608509c4c905 host='example.org' ip=10.77.0.1 port=53 direction=0
host_ns=1789998474120341510 cella_engine: release id=000000000e7579d6a8bd052449b0eb77 host='example.org' ip=10.77.0.1 port=53 direction=1
host_ns=1789998474121174635 cella_engine: release id=000000000e7678ddafcbf62ab7cb67b9 host='example.org' ip=10.77.0.1 port=443 direction=0
host_ns=1789998474126574534 cella_engine: release id=000000000e7b792daa150b92ebab7e54 host='example.org' ip=10.77.0.1 port=443 direction=1
host_ns=1789998474127259370 cella_engine: release id=000000000e7c7f82bb35fb65837164c3 host='example.org' ip=10.77.0.1 port=443 direction=0
host_ns=1789998474128112121 cella_engine: release id=000000000e7d7346aea67f5f7df74599 host='example.org' ip=10.77.0.1 port=443 direction=0
host_ns=1789998474132859434 cella_engine: release id=000000000e8270429510213915ec1ad7 host='example.org' ip=10.77.0.1 port=443 direction=1
host_ns=1789998474134857186 cella_engine: release id=000000000e8477a0a2b84b7da8918a21 host='example.org' ip=10.77.0.1 port=443 direction=1
host_ns=1789998474135512736 cella_engine: release id=000000000e847badbf0b19b0fc93fb0e host='example.org' ip=10.77.0.1 port=443 direction=0
host_ns=1789998474136809983 cella_engine: release id=000000000e867f6d8f2b06f11d62c09e host='example.org' ip=10.77.0.1 port=443 direction=0
host_ns=1789998474143199479 cella_engine: release id=000000000e8c7979a96839f5df6881d6 host='example.org' ip=10.77.0.1 port=443 direction=1
host_ns=1789998474184532697 cella_engine: release id=000000000eb57470ac41d7de1fa47a8a host='example.org' ip=10.77.0.1 port=443 direction=0
host_ns=1789998479888914285 cella_engine: release id=0000000024fd74fc907be2407681c15f host='example.org' ip=10.77.0.1 port=443 direction=1
host_ns=1789998479889874608 cella_engine: release id=0000000024ff7a7995b54bc6b15e0746 host='example.org' ip=10.77.0.1 port=443 direction=0
host_ns=1789998487335017127 cella_engine: release id=00000000421478559d3054112b81987f host='example.org' ip=10.77.0.1 port=443 direction=1
host_ns=1789998487335732079 cella_engine: release id=0000000042157466bc74a48bf1c788bc host='example.org' ip=10.77.0.1 port=443 direction=0
host_ns=1789998487336587796 cella_engine: release id=0000000042157f21b996e53be4537083 host='example.org' ip=10.77.0.1 port=443 direction=0
host_ns=1789998487438182251 cella_engine: bridge closed (CancelledError) -- cycle ended, awaiting reconnect
host_ns=1789998487438203521 cella_engine: 41 verdicts, avg 11567 ns, max 33623 ns
